sequence,timestamp,lidar_min,lidar_max,lidar_mean,lidar_std,pose_min,pose_max,pose_mean,pose_std,imu_min,imu_max,imu_mean,imu_std,target_min,target_max,target_mean,target_std
20,1732382292924,2.015,12.0,7.304,3.493,-0.005,0.011,0.002,0.008,-0.0,0.024,0.008,0.014,2.333,12.717,7.525,7.343
21,1732382293084,2.015,12.0,7.313,3.491,-0.005,0.011,0.002,0.008,-0.0,0.024,0.008,0.014,2.333,12.717,7.525,7.343
22,1732382293088,2.015,12.0,7.313,3.492,-0.005,0.011,0.002,0.008,-0.0,0.024,0.008,0.014,2.333,12.717,7.525,7.343
23,1732382293093,2.015,12.0,7.313,3.491,-0.004,0.011,0.003,0.008,-0.001,0.023,0.008,0.014,2.333,12.717,7.525,7.343
24,1732382293119,2.015,12.0,7.313,3.492,-0.005,0.011,0.002,0.008,-0.0,0.023,0.008,0.014,2.333,12.717,7.525,7.342
25,1732382293173,2.014,12.0,7.313,3.492,-0.004,0.011,0.003,0.007,-0.0,0.023,0.008,0.013,2.333,12.717,7.525,7.343
26,1732382293227,2.015,12.0,7.313,3.492,-0.001,0.011,0.004,0.006,-0.001,0.024,0.008,0.014,2.333,12.719,7.526,7.344
27,1732382293276,2.015,12.0,7.294,3.488,-0.001,0.011,0.004,0.006,-0.001,0.024,0.008,0.014,2.333,12.719,7.526,7.344
28,1732382293321,2.015,12.0,7.294,3.488,-0.002,0.011,0.003,0.007,-0.001,0.024,0.008,0.014,2.333,12.719,7.526,7.344
29,1732382293366,2.015,12.0,7.295,3.488,0.001,0.011,0.005,0.005,-0.002,0.024,0.008,0.015,2.333,12.721,7.527,7.346
30,1732382293421,2.015,12.0,7.295,3.488,0.002,0.011,0.005,0.005,-0.001,0.025,0.008,0.015,2.332,12.721,7.527,7.346
31,1732382293472,2.015,12.0,7.295,3.488,-0.0,0.011,0.004,0.006,-0.001,0.025,0.008,0.015,2.332,12.72,7.526,7.346
32,1732382293526,2.015,12.0,7.295,3.488,0.002,0.011,0.005,0.005,-0.001,0.025,0.008,0.015,2.332,12.722,7.527,7.347
33,1732382293576,2.015,12.0,7.294,3.488,0.002,0.011,0.005,0.005,-0.001,0.024,0.008,0.014,2.333,12.723,7.528,7.347
34,1732382293625,2.015,12.0,7.295,3.488,0.002,0.011,0.005,0.005,-0.001,0.025,0.008,0.015,2.332,12.722,7.527,7.347
35,1732382293673,2.016,12.0,7.295,3.488,0.001,0.011,0.004,0.006,-0.001,0.025,0.008,0.015,2.332,12.721,7.526,7.346
36,1732382293728,2.016,12.0,7.295,3.488,-0.0,0.011,0.004,0.006,-0.001,0.025,0.008,0.015,2.332,12.72,7.526,7.346
37,1732382293776,2.015,12.0,7.295,3.488,0.001,0.011,0.004,0.006,-0.001,0.025,0.008,0.015,2.332,12.721,7.526,7.346
38,1732382293827,2.015,12.0,7.302,3.486,-0.002,0.011,0.003,0.007,-0.001,0.025,0.008,0.015,2.331,12.719,7.525,7.345
39,1732382293880,2.016,12.0,7.299,3.482,-0.002,0.011,0.003,0.007,-0.001,0.026,0.009,0.015,2.331,12.719,7.525,7.345
40,1732382293928,2.015,12.0,7.299,3.482,-0.002,0.011,0.004,0.006,-0.001,0.026,0.008,0.015,2.331,12.719,7.525,7.346
41,1732382293981,2.015,12.0,7.29,3.483,-0.004,0.011,0.003,0.007,-0.001,0.025,0.008,0.015,2.331,12.718,7.524,7.344
42,1732382294032,2.015,12.0,7.295,3.488,-0.004,0.011,0.003,0.008,-0.0,0.025,0.008,0.014,2.332,12.717,7.525,7.344
43,1732382294077,2.015,12.0,7.295,3.488,-0.004,0.011,0.003,0.007,-0.001,0.025,0.008,0.014,2.332,12.718,7.525,7.344
44,1732382294129,2.015,12.0,7.295,3.488,-0.007,0.011,0.002,0.009,-0.0,0.025,0.008,0.014,2.332,12.716,7.524,7.343
45,1732382294179,2.015,12.0,7.29,3.483,-0.007,0.011,0.002,0.009,-0.0,0.025,0.008,0.014,2.331,12.716,7.524,7.343
46,1732382294229,2.015,12.0,7.295,3.488,-0.006,0.011,0.002,0.008,-0.001,0.025,0.008,0.014,2.332,12.716,7.524,7.343
47,1732382294282,2.015,12.0,7.299,3.482,-0.003,0.011,0.003,0.007,-0.002,0.025,0.008,0.015,2.331,12.718,7.525,7.345
48,1732382294331,2.015,12.0,7.299,3.482,-0.003,0.011,0.003,0.007,-0.001,0.026,0.008,0.015,2.331,12.718,7.525,7.345
49,1732382294374,2.015,12.0,7.299,3.482,-0.004,0.011,0.003,0.007,-0.0,0.025,0.008,0.015,2.331,12.717,7.524,7.344
50,1732382294429,2.015,12.0,7.3,3.482,-0.007,0.011,0.002,0.009,0.0,0.026,0.009,0.015,2.33,12.716,7.523,7.343
51,1732382294484,2.015,12.0,7.306,3.486,-0.008,0.011,0.002,0.009,-0.0,0.027,0.009,0.015,2.33,12.715,7.522,7.344
52,1732382294525,2.015,12.0,7.306,3.486,-0.008,0.011,0.001,0.009,-0.001,0.027,0.009,0.015,2.33,12.715,7.522,7.343
53,1732382294581,2.015,12.0,7.306,3.486,-0.008,0.011,0.001,0.009,-0.001,0.027,0.009,0.015,2.33,12.715,7.522,7.343
54,1732382294636,2.015,12.0,7.306,3.486,-0.008,0.011,0.001,0.009,-0.001,0.027,0.009,0.015,2.33,12.714,7.522,7.343
55,1732382294677,2.015,12.0,7.306,3.486,-0.009,0.011,0.001,0.01,-0.001,0.027,0.009,0.015,2.33,12.714,7.522,7.343
56,1732382294730,2.015,12.0,7.306,3.486,-0.012,0.011,0.0,0.011,-0.001,0.027,0.009,0.016,2.33,12.712,7.521,7.341
57,1732382294784,2.015,12.0,7.306,3.486,-0.012,0.011,-0.0,0.012,-0.001,0.026,0.009,0.016,2.33,12.712,7.521,7.341
58,1732382294827,2.015,12.0,7.306,3.486,-0.013,0.011,-0.0,0.012,-0.001,0.026,0.008,0.016,2.33,12.711,7.52,7.341
59,1732382294880,2.015,12.0,7.303,3.49,-0.017,0.01,-0.002,0.014,-0.001,0.027,0.008,0.016,2.329,12.709,7.519,7.339
60,1732382294935,2.015,12.0,7.305,3.493,-0.018,0.01,-0.002,0.014,-0.001,0.027,0.008,0.016,2.329,12.708,7.518,7.339
61,1732382294975,2.015,12.0,7.305,3.493,-0.018,0.01,-0.002,0.015,-0.001,0.027,0.008,0.016,2.329,12.708,7.518,7.339
62,1732382295032,2.015,12.0,7.306,3.486,-0.014,0.011,-0.001,0.012,-0.001,0.027,0.009,0.016,2.329,12.711,7.52,7.341
63,1732382295081,2.015,12.0,7.306,3.486,-0.013,0.011,-0.0,0.012,-0.001,0.027,0.009,0.016,2.329,12.711,7.52,7.341
64,1732382295136,2.015,12.0,7.306,3.486,-0.012,0.011,0.0,0.011,-0.001,0.027,0.009,0.016,2.329,12.712,7.521,7.342
65,1732382295185,2.015,12.0,7.3,3.482,-0.009,0.011,0.001,0.01,-0.001,0.026,0.009,0.015,2.33,12.714,7.522,7.343
66,1732382295237,2.015,12.0,7.3,3.482,-0.008,0.011,0.001,0.01,-0.0,0.026,0.009,0.015,2.33,12.714,7.522,7.343
67,1732382295281,2.015,12.0,7.3,3.482,-0.008,0.011,0.002,0.009,-0.0,0.026,0.009,0.015,2.33,12.715,7.523,7.343
68,1732382295332,2.015,12.0,7.3,3.482,-0.005,0.011,0.003,0.008,-0.001,0.026,0.009,0.015,2.331,12.717,7.524,7.344
69,1732382295387,2.015,12.0,7.299,3.482,-0.004,0.011,0.003,0.008,-0.002,0.025,0.008,0.015,2.331,12.717,7.524,7.344
70,1732382295435,2.015,12.0,7.299,3.482,-0.005,0.011,0.002,0.008,-0.0,0.025,0.008,0.015,2.331,12.717,7.524,7.344
71,1732382295485,2.015,12.0,7.296,3.488,-0.002,0.011,0.003,0.007,-0.001,0.025,0.008,0.015,2.332,12.719,7.525,7.345
72,1732382295537,2.015,12.0,7.296,3.488,-0.002,0.011,0.003,0.007,-0.001,0.025,0.008,0.015,2.332,12.719,7.525,7.345
73,1732382295586,2.015,12.0,7.295,3.488,-0.001,0.011,0.004,0.006,-0.001,0.025,0.008,0.015,2.332,12.719,7.526,7.345
74,1732382295636,2.015,12.0,7.295,3.488,0.0,0.011,0.004,0.006,-0.001,0.024,0.008,0.014,2.332,12.721,7.527,7.346
75,1732382295685,2.015,12.0,7.294,3.488,0.0,0.011,0.004,0.006,-0.001,0.024,0.008,0.014,2.333,12.721,7.527,7.345
76,1732382295735,2.015,12.0,7.294,3.488,-0.001,0.011,0.004,0.006,-0.0,0.024,0.008,0.014,2.333,12.72,7.526,7.345
77,1732382295787,2.015,12.0,7.295,3.488,-0.004,0.011,0.003,0.007,-0.001,0.024,0.009,0.014,2.332,12.718,7.525,7.344
78,1732382295838,2.015,12.0,7.295,3.488,-0.004,0.011,0.003,0.007,-0.0,0.025,0.008,0.014,2.332,12.717,7.525,7.344
79,1732382295886,2.015,12.0,7.295,3.488,-0.003,0.011,0.003,0.007,-0.0,0.024,0.008,0.014,2.332,12.718,7.525,7.344
80,1732382295940,2.015,12.0,7.295,3.488,-0.006,0.01,0.002,0.008,0.0,0.024,0.008,0.014,2.332,12.716,7.524,7.343
81,1732382295982,2.015,12.0,7.296,3.488,-0.004,0.011,0.003,0.007,-0.001,0.025,0.008,0.015,2.332,12.718,7.525,7.344
82,1732382296034,2.016,12.0,7.318,3.496,0.002,0.011,0.005,0.005,-0.001,0.028,0.009,0.017,2.329,12.723,7.526,7.35
83,1732382296084,2.018,12.0,7.298,3.481,0.002,0.02,0.011,0.009,-0.001,0.033,0.011,0.02,2.325,12.734,7.529,7.36
84,1732382296144,2.019,12.0,7.282,3.468,0.002,0.037,0.017,0.018,-0.001,0.04,0.013,0.023,2.319,12.745,7.532,7.372
85,1732382296186,2.02,12.0,7.285,3.473,0.002,0.046,0.02,0.023,-0.001,0.041,0.014,0.024,2.319,12.752,7.535,7.377
86,1732382296242,2.02,12.0,7.285,3.473,0.002,0.049,0.021,0.025,-0.001,0.041,0.014,0.024,2.319,12.754,7.536,7.379
87,1732382296286,2.02,12.0,7.291,3.47,0.002,0.037,0.017,0.018,-0.001,0.041,0.014,0.024,2.318,12.745,7.532,7.374
88,1732382296338,2.02,12.0,7.314,3.483,0.002,0.02,0.011,0.009,-0.0,0.044,0.015,0.026,2.314,12.734,7.524,7.368
89,1732382296389,2.019,12.0,7.32,3.498,0.002,0.011,0.005,0.005,-0.001,0.044,0.014,0.025,2.313,12.722,7.518,7.36
90,1732382296444,2.019,12.0,7.322,3.49,-0.013,0.01,-0.001,0.012,-0.001,0.049,0.016,0.029,2.307,12.711,7.509,7.357
91,1732382296486,2.02,12.0,7.335,3.498,-0.022,0.011,-0.003,0.017,-0.001,0.057,0.019,0.033,2.299,12.705,7.502,7.358
92,1732382296536,2.02,12.0,7.336,3.497,-0.023,0.011,-0.004,0.018,-0.001,0.057,0.019,0.033,2.298,12.704,7.501,7.358
93,1732382296595,2.021,12.0,7.324,3.49,-0.014,0.011,-0.001,0.013,-0.001,0.059,0.019,0.034,2.297,12.71,7.504,7.363
94,1732382296643,2.021,12.0,7.324,3.49,-0.018,0.011,-0.002,0.015,-0.001,0.059,0.019,0.034,2.297,12.708,7.502,7.362
95,1732382296691,2.02,12.0,7.328,3.493,-0.023,0.01,-0.004,0.017,-0.001,0.059,0.02,0.034,2.297,12.704,7.501,7.359
96,1732382296748,2.02,12.0,7.328,3.493,-0.025,0.01,-0.004,0.019,-0.0,0.059,0.02,0.034,2.297,12.703,7.5,7.358
97,1732382296793,2.02,12.0,7.343,3.499,-0.035,0.01,-0.008,0.024,-0.002,0.058,0.019,0.034,2.297,12.696,7.497,7.353
98,1732382296845,2.019,12.0,7.328,3.499,-0.042,0.009,-0.011,0.028,-0.0,0.056,0.019,0.032,2.299,12.691,7.495,7.349
99,1732382296899,2.017,12.0,7.331,3.498,-0.059,0.008,-0.016,0.037,-0.0,0.051,0.017,0.03,2.302,12.681,7.492,7.339
100,1732382296946,2.014,12.0,7.357,3.505,-0.068,0.007,-0.02,0.042,-0.001,0.039,0.013,0.023,2.314,12.675,7.494,7.327
101,1732382296998,2.011,12.0,7.345,3.511,-0.074,0.006,-0.022,0.045,-0.001,0.03,0.01,0.017,2.323,12.672,7.497,7.318
102,1732382297049,2.011,12.0,7.326,3.507,-0.065,0.006,-0.019,0.04,-0.0,0.028,0.009,0.016,2.325,12.678,7.501,7.321
103,1732382297092,2.011,12.0,7.353,3.513,-0.055,0.006,-0.016,0.034,-0.001,0.025,0.008,0.015,2.329,12.685,7.507,7.323
104,1732382297137,2.01,12.0,7.332,3.509,-0.046,0.006,-0.013,0.029,-0.0,0.019,0.006,0.011,2.335,12.691,7.513,7.323
105,1732382297198,2.009,12.0,7.333,3.519,-0.043,0.007,-0.012,0.027,-0.0,0.012,0.004,0.007,2.342,12.693,7.517,7.319
106,1732382297243,2.006,12.0,7.333,3.516,-0.043,0.007,-0.011,0.027,-0.008,0.0,-0.003,0.005,2.363,12.693,7.528,7.304
107,1732382297302,2.002,12.0,7.347,3.531,-0.044,0.009,-0.011,0.029,-0.038,-0.001,-0.013,0.021,2.392,12.69,7.541,7.282
108,1732382297351,1.998,12.0,7.38,3.535,-0.042,0.01,-0.01,0.028,-0.067,-0.0,-0.023,0.038,2.421,12.691,7.556,7.262
109,1732382297394,1.994,12.0,7.346,3.541,-0.042,0.01,-0.01,0.028,-0.093,-0.0,-0.031,0.053,2.447,12.691,7.569,7.243
110,1732382297446,1.989,12.0,7.352,3.538,-0.043,0.01,-0.01,0.028,-0.124,0.0,-0.041,0.071,2.478,12.691,7.584,7.221
111,1732382297496,1.984,12.0,7.349,3.537,-0.046,0.011,-0.011,0.031,-0.152,0.001,-0.051,0.088,2.506,12.688,7.597,7.2
112,1732382297546,1.979,12.0,7.377,3.555,-0.047,0.009,-0.012,0.03,-0.177,0.0,-0.059,0.102,2.531,12.688,7.61,7.182
113,1732382297593,1.97,12.0,7.368,3.556,-0.046,0.006,-0.013,0.029,-0.206,-0.0,-0.069,0.118,2.56,12.692,7.626,7.164
114,1732382297641,1.963,12.0,7.342,3.555,-0.043,0.003,-0.013,0.026,-0.232,0.001,-0.078,0.134,2.586,12.696,7.641,7.149
115,1732382297694,1.956,12.0,7.332,3.549,-0.042,0.002,-0.013,0.025,-0.259,-0.0,-0.087,0.149,2.612,12.698,7.655,7.132
116,1732382297745,1.949,12.0,7.333,3.547,-0.04,0.002,-0.013,0.023,-0.286,0.0,-0.096,0.165,2.64,12.701,7.67,7.114
117,1732382297803,1.943,12.0,7.319,3.557,-0.041,0.002,-0.014,0.023,-0.312,-0.0,-0.104,0.18,2.666,12.702,7.684,7.096
118,1732382297849,1.938,12.0,7.339,3.56,-0.043,0.002,-0.015,0.024,-0.337,0.002,-0.112,0.194,2.69,12.701,7.696,7.079
119,1732382297893,1.936,12.0,7.348,3.573,-0.045,0.002,-0.016,0.026,-0.357,0.001,-0.12,0.206,2.711,12.698,7.704,7.062
120,1732382297954,1.933,12.0,7.345,3.563,-0.049,0.002,-0.016,0.028,-0.38,0.002,-0.127,0.219,2.733,12.695,7.714,7.044
121,1732382297994,1.931,12.0,7.346,3.57,-0.049,0.002,-0.016,0.028,-0.4,0.001,-0.134,0.231,2.753,12.694,7.724,7.029
122,1732382298051,1.924,12.0,7.337,3.576,-0.042,0.002,-0.015,0.024,-0.426,0.001,-0.142,0.246,2.78,12.702,7.741,7.016
123,1732382298102,1.921,12.0,7.313,3.561,-0.038,0.002,-0.013,0.021,-0.45,0.001,-0.15,0.259,2.803,12.704,7.754,7.001
124,1732382298150,1.918,12.0,7.315,3.567,-0.037,0.002,-0.013,0.022,-0.473,-0.0,-0.158,0.273,2.827,12.703,7.765,6.983
125,1732382298204,1.916,12.0,7.343,3.573,-0.039,0.001,-0.013,0.022,-0.494,0.0,-0.165,0.285,2.848,12.702,7.775,6.967
126,1732382298249,1.913,12.0,7.33,3.572,-0.038,0.001,-0.013,0.022,-0.512,0.001,-0.171,0.296,2.866,12.702,7.784,6.955
127,1732382298300,1.909,12.0,7.315,3.567,-0.038,0.002,-0.013,0.022,-0.534,0.0,-0.178,0.308,2.888,12.703,7.796,6.94
128,1732382298353,1.906,12.0,7.312,3.569,-0.037,0.002,-0.012,0.021,-0.557,0.001,-0.186,0.322,2.911,12.704,7.807,6.924
129,1732382298401,1.903,12.0,7.317,3.57,-0.035,0.002,-0.012,0.02,-0.58,0.001,-0.193,0.334,2.934,12.704,7.819,6.909
130,1732382298448,1.9,12.0,7.31,3.576,-0.035,0.002,-0.012,0.02,-0.6,0.001,-0.2,0.346,2.954,12.705,7.83,6.895
131,1732382298504,1.898,12.0,7.285,3.567,-0.036,0.002,-0.012,0.021,-0.622,0.0,-0.207,0.359,2.976,12.703,7.84,6.878
132,1732382298554,1.894,12.0,7.308,3.569,-0.034,0.002,-0.011,0.02,-0.643,0.001,-0.215,0.371,2.997,12.705,7.851,6.864
133,1732382298606,1.892,12.0,7.297,3.57,-0.033,0.002,-0.011,0.019,-0.663,-0.0,-0.221,0.383,3.018,12.705,7.861,6.85
134,1732382298655,1.89,12.0,7.327,3.58,-0.032,0.002,-0.01,0.019,-0.685,0.0,-0.229,0.395,3.039,12.705,7.872,6.835
135,1732382298706,1.887,12.0,7.312,3.585,-0.03,0.002,-0.01,0.018,-0.706,-0.0,-0.235,0.407,3.06,12.707,7.884,6.822
136,1732382298756,1.883,12.0,7.31,3.596,-0.03,0.002,-0.01,0.017,-0.725,0.001,-0.242,0.419,3.079,12.708,7.893,6.808
137,1732382298810,1.88,12.0,7.315,3.59,-0.029,0.001,-0.01,0.017,-0.745,0.0,-0.248,0.43,3.099,12.709,7.904,6.795
138,1732382298859,1.877,12.0,7.315,3.588,-0.031,0.001,-0.011,0.018,-0.765,0.001,-0.255,0.442,3.119,12.707,7.913,6.78
139,1732382298906,1.875,12.0,7.301,3.582,-0.032,0.002,-0.01,0.018,-0.784,0.0,-0.261,0.453,3.138,12.707,7.922,6.766
140,1732382298956,1.874,12.0,7.293,3.579,-0.032,0.002,-0.01,0.019,-0.803,0.001,-0.268,0.463,-3.126,12.705,4.79,11.195
141,1732382299005,1.873,12.0,7.306,3.582,-0.031,0.002,-0.01,0.018,-0.822,-0.0,-0.274,0.474,-3.107,12.706,4.8,11.181
142,1732382299056,1.87,12.0,7.298,3.585,-0.031,0.002,-0.01,0.018,-0.84,0.001,-0.28,0.485,-3.089,12.706,4.809,11.169
143,1732382299107,1.868,12.0,7.303,3.592,-0.031,0.002,-0.01,0.019,-0.858,0.001,-0.286,0.495,-3.071,12.706,4.818,11.156
144,1732382299156,1.866,12.0,7.309,3.591,-0.03,0.002,-0.01,0.018,-0.876,0.001,-0.292,0.506,-3.053,12.707,4.827,11.144
145,1732382299208,1.863,12.0,7.297,3.591,-0.03,0.002,-0.01,0.017,-0.893,0.002,-0.297,0.516,-3.036,12.708,4.836,11.132
146,1732382299260,1.861,12.0,7.289,3.589,-0.029,0.002,-0.01,0.017,-0.911,0.002,-0.303,0.526,-3.018,12.708,4.845,11.12
147,1732382299310,1.859,12.0,7.314,3.604,-0.03,0.002,-0.01,0.018,-0.928,0.002,-0.309,0.536,-3.001,12.708,4.853,11.108
148,1732382299359,1.858,12.0,7.292,3.6,-0.032,0.002,-0.01,0.019,-0.943,0.002,-0.314,0.545,-2.985,12.705,4.86,11.095
149,1732382299405,1.858,12.0,7.298,3.601,-0.033,0.002,-0.01,0.02,-0.959,0.001,-0.32,0.554,-2.97,12.704,4.867,11.083
150,1732382299457,1.857,12.0,7.303,3.601,-0.031,0.002,-0.009,0.018,-0.975,0.0,-0.325,0.563,-2.954,12.706,4.876,11.073
151,1732382299510,1.854,12.0,7.304,3.594,-0.03,0.002,-0.01,0.017,-0.991,0.001,-0.33,0.572,-2.938,12.708,4.885,11.063
152,1732382299561,1.851,12.0,7.292,3.6,-0.03,0.002,-0.01,0.017,-1.007,0.001,-0.335,0.581,-2.922,12.709,4.893,11.053
153,1732382299603,1.848,12.0,7.301,3.602,-0.031,0.002,-0.011,0.017,-1.022,0.002,-0.34,0.59,-2.907,12.709,4.901,11.042
154,1732382299658,1.846,12.0,7.289,3.609,-0.03,0.001,-0.011,0.017,-1.04,0.002,-0.346,0.601,-2.888,12.709,4.91,11.029
155,1732382299709,1.844,12.0,7.303,3.611,-0.03,0.002,-0.011,0.017,-1.063,0.0,-0.354,0.614,-2.866,12.709,4.922,11.013
156,1732382299758,1.843,12.0,7.304,3.609,-0.03,0.002,-0.011,0.017,-1.078,0.001,-0.359,0.622,-2.851,12.709,4.929,11.003
157,1732382299815,1.841,12.0,7.303,3.618,-0.03,0.002,-0.011,0.017,-1.1,0.001,-0.366,0.635,-2.829,12.709,4.94,10.987
158,1732382299858,1.84,12.0,7.31,3.622,-0.031,0.002,-0.011,0.017,-1.117,0.001,-0.372,0.645,-2.812,12.709,4.948,10.975
159,1732382299908,1.839,12.0,7.31,3.621,-0.031,0.002,-0.011,0.018,-1.13,0.002,-0.376,0.653,-2.798,12.708,4.955,10.965
160,1732382299957,1.84,12.0,7.305,3.618,-0.032,0.002,-0.011,0.018,-1.144,0.001,-0.381,0.66,-2.785,12.707,4.961,10.954
161,1732382300010,1.84,12.0,7.313,3.63,-0.032,0.002,-0.01,0.019,-1.156,0.001,-0.385,0.668,-2.773,12.705,4.966,10.944
162,1732382300066,1.84,12.0,7.313,3.624,-0.03,0.002,-0.01,0.018,-1.169,0.001,-0.389,0.675,-2.76,12.707,4.973,10.937
163,1732382300111,1.838,12.0,7.298,3.62,-0.029,0.002,-0.009,0.017,-1.19,0.0,-0.396,0.687,-2.739,12.707,4.984,10.922
164,1732382300164,1.836,12.0,7.307,3.629,-0.029,0.002,-0.01,0.017,-1.211,0.001,-0.404,0.699,-2.717,12.708,4.995,10.908
165,1732382300218,1.835,12.0,7.309,3.623,-0.028,0.002,-0.009,0.016,-1.237,0.001,-0.412,0.714,-2.691,12.709,5.009,10.89
166,1732382300255,1.832,12.0,7.316,3.633,-0.028,0.001,-0.01,0.016,-1.263,-0.0,-0.421,0.729,-2.665,12.709,5.022,10.872
167,1732382300317,1.831,12.0,7.328,3.633,-0.028,0.002,-0.009,0.017,-1.293,0.0,-0.431,0.747,-2.636,12.709,5.037,10.85
168,1732382300368,1.831,12.0,7.32,3.644,-0.028,0.002,-0.009,0.017,-1.321,0.001,-0.44,0.763,-2.607,12.708,5.05,10.829
169,1732382300411,1.832,12.0,7.305,3.631,-0.028,0.001,-0.009,0.017,-1.341,0.001,-0.447,0.774,-2.588,12.707,5.06,10.815
170,1732382300469,1.827,12.0,7.333,3.643,-0.026,0.002,-0.01,0.014,-1.35,0.0,-0.45,0.78,-2.579,12.714,5.068,10.814
171,1732382300517,1.813,12.0,7.315,3.65,-0.023,0.002,-0.014,0.013,-1.371,0.001,-0.456,0.792,-2.559,12.726,5.084,10.808
172,1732382300558,1.801,12.0,7.292,3.645,-0.03,0.002,-0.016,0.016,-1.389,0.001,-0.462,0.802,-2.541,12.734,5.097,10.801
173,1732382300612,1.785,12.0,7.294,3.657,-0.046,0.002,-0.021,0.024,-1.403,-0.0,-0.468,0.81,-2.527,12.748,5.11,10.801
174,1732382300668,1.772,12.0,7.3,3.666,-0.058,0.002,-0.024,0.031,-1.412,0.0,-0.471,0.816,-2.519,12.758,5.12,10.802
175,1732382300716,1.768,12.0,7.281,3.663,-0.063,0.002,-0.026,0.033,-1.416,-0.0,-0.472,0.817,-2.516,12.761,5.123,10.802
176,1732382300766,1.763,12.0,7.276,3.663,-0.065,0.002,-0.026,0.035,-1.424,0.001,-0.474,0.823,-2.507,12.763,5.128,10.798
177,1732382300818,1.77,12.0,7.267,3.662,-0.056,0.002,-0.024,0.03,-1.428,0.001,-0.475,0.825,-2.503,12.756,5.127,10.79
178,1732382300860,1.784,12.0,7.296,3.657,-0.04,0.002,-0.019,0.021,-1.426,0.001,-0.475,0.823,-2.505,12.743,5.119,10.782
179,1732382300910,1.798,12.0,7.313,3.656,-0.031,0.002,-0.016,0.017,-1.419,-0.0,-0.473,0.819,-2.511,12.736,5.113,10.782
180,1732382300963,1.799,12.0,7.314,3.654,-0.029,0.002,-0.015,0.016,-1.414,0.0,-0.471,0.817,-2.516,12.735,5.11,10.784
181,1732382301018,1.792,12.0,7.31,3.661,-0.036,0.002,-0.017,0.019,-1.403,0.001,-0.467,0.811,-2.526,12.742,5.108,10.796
182,1732382301063,1.794,12.0,7.307,3.653,-0.033,0.002,-0.017,0.017,-1.396,0.001,-0.465,0.806,-2.534,12.738,5.102,10.799
183,1732382301114,1.804,12.0,7.308,3.651,-0.024,0.002,-0.014,0.014,-1.385,0.0,-0.462,0.8,-2.544,12.731,5.093,10.801
